Country,Area,Waterbody_Type,Date,Ammonia_mg_L,BOD_mg_L,DO_mg_L,Orthophosphate_mg_L,pH,Temperature_C,Nitrogen_mg_L,Nitrate_mg_L,CCME_Values,CCME_WQI
China,Guangdong,Canal,12-04-2021,0.13,0.37,11.24,0.014,8.01,9.6,0.52,0.43,93.02,Good
China,Shanghai,Canal,27-10-2020,0.092,0.8,11.58,0.087,6.9,28.1,0.08,1.86,94.38,Good
USA,California,Reservoir,18-11-2021,0.004,3.44,10.02,0.005,6.81,12.1,0.59,1.33,95.47,Excellent
England,Leeds,Pond,19-12-2021,0.306,3.69,14.06,0.035,7.33,7.6,1.14,1.12,80.09,Good
China,Guangdong,Pond,23-09-2022,0.106,0.67,13.36,0.012,7.1,11.0,1.23,0.18,93.87,Good
Ireland,Galway,Stream,28-01-2020,0.196,0.47,12.67,0.007,6.57,11.2,0.14,1.18,89.61,Good
Ireland,Galway,Pond,14-11-2021,0.077,0.3,9.74,0.024,6.75,9.2,1.06,0.16,95.15,Excellent
China,Jiangsu,River,06-07-2021,0.026,1.04,15.0,0.002,7.76,6.5,1.51,0.59,97.38,Excellent
China,Beijing,Lake,20-04-2022,0.272,0.62,8.87,0.057,7.37,16.1,0.88,0.83,82.81,Good
Canada,Quebec,Reservoir,16-10-2022,0.092,,12.78,0.028,7.84,18.8,0.01,2.47,94.59,Good
USA,Texas,Creek,26-11-2023,0.582,1.3,11.0,0.026,7.21,6.5,0.16,1.43,73.38,Fair
England,Birmingham,Lake,01-07-2020,0.002,0.1,11.92,0.028,6.56,12.0,0.45,0.31,99.76,Excellent
Canada,Alberta,Pond,09-08-2020,0.33,0.06,12.0,0.018,6.99,17.5,0.48,0.5,83.45,Good
Ireland,Limerick,Creek,24-12-2020,0.011,0.28,14.74,0.065,7.6,14.1,0.22,0.22,99.09,Excellent
Ireland,Galway,Reservoir,11-03-2022,0.016,3.59,10.55,0.048,7.91,15.0,2.48,2.76,94.71,Good
China,Jiangsu,Reservoir,25-09-2021,0.298,0.31,11.5,0.213,6.72,13.6,,1.66,84.71,Good
Canada,Ontario,Creek,01-12-2022,0.014,4.67,12.83,0.011,6.97,19.8,0.42,2.28,93.48,Good
Ireland,Dublin,Stream,20-07-2022,0.01,1.79,15.0,0.032,7.1,17.4,3.87,0.14,97.25,Excellent
China,Guangdong,Reservoir,13-08-2020,0.191,,15.0,0.025,6.26,16.4,,0.02,82.09,Good
USA,New York,Pond,28-10-2020,0.031,3.39,13.77,0.001,7.84,9.6,0.13,6.37,94.22,Good
England,Manchester,Creek,16-08-2021,0.072,0.08,11.72,0.012,6.85,12.4,0.59,0.23,96.32,Excellent
China,Shanghai,Reservoir,24-09-2022,0.051,0.13,8.36,0.018,6.84,30.5,0.22,1.39,93.21,Good
Ireland,Dublin,Canal,26-08-2021,0.078,0.47,10.29,0.031,8.09,24.6,0.32,2.31,95.52,Excellent
USA,New York,River,21-03-2021,0.2,0.92,11.17,0.004,6.81,17.3,0.38,0.61,88.83,Good
Ireland,Dublin,River,27-09-2022,0.453,0.37,11.13,0.03,7.44,5.7,0.11,0.36,76.88,Fair
Ireland,Dublin,Stream,22-12-2021,0.061,0.82,9.31,0.009,7.26,15.7,0.32,0.11,94.21,Good
USA,California,Reservoir,09-10-2020,,1.29,10.75,0.06,7.13,16.5,1.49,0.51,96.67,Excellent
Ireland,Galway,Canal,25-10-2022,0.102,0.43,9.71,0.005,7.82,21.3,0.77,1.08,93.62,Good
China,Shanghai,River,31-12-2023,,0.87,10.46,0.005,7.36,8.5,2.53,1.64,95.52,Excellent
Ireland,Cork,Pond,06-02-2021,0.132,0.65,8.76,0.064,7.06,22.3,0.64,0.41,89.49,Good
England,London,Reservoir,24-03-2021,0.178,2.31,12.5,0.02,6.87,3.8,0.21,2.68,88.23,Good
USA,New York,Reservoir,24-05-2021,0.119,0.05,13.54,0.077,6.75,13.3,,1.36,94.0,Good
England,Leeds,Stream,19-07-2020,0.073,2.26,10.3,,6.31,25.3,0.75,2.0,87.6,Good
Ireland,Galway,Creek,28-09-2021,0.442,0.13,12.5,0.049,7.98,14.4,2.34,0.16,77.73,Fair
Canada,Alberta,Pond,22-10-2021,0.089,0.27,10.25,0.035,6.76,12.0,0.95,0.55,95.22,Excellent
China,Shanghai,Pond,12-02-2021,0.055,1.88,12.15,0.126,7.2,12.6,0.82,0.76,94.89,Good
Ireland,Cork,Stream,09-02-2023,0.023,1.52,12.45,0.09,7.42,13.0,0.18,0.43,96.96,Excellent
Canada,British Columbia,Reservoir,24-06-2020,0.092,6.13,11.76,0.051,7.44,11.6,2.47,0.39,87.73,Good
Ireland,Limerick,Creek,10-01-2021,0.032,0.68,10.96,0.013,6.0,24.3,0.32,0.65,90.05,Good
England,Leeds,River,10-10-2020,0.473,7.93,12.97,0.022,6.85,16.0,0.47,4.79,66.42,Fair
China,Jiangsu,Pond,03-10-2021,0.026,0.83,10.1,0.014,6.55,19.0,0.0,3.19,97.67,Excellent
China,Guangdong,Stream,26-12-2021,0.081,0.18,12.03,0.248,7.52,10.9,0.13,0.16,95.71,Excellent
England,Leeds,Stream,20-04-2022,0.038,1.1,11.91,0.123,8.14,0.3,,0.4,96.73,Excellent
England,London,Creek,24-02-2020,0.364,0.24,12.27,0.059,6.66,18.6,0.25,0.91,81.5,Good
England,London,Canal,14-10-2020,0.045,3.5,13.33,0.021,6.8,11.3,0.5,1.55,93.37,Good
China,Guangdong,Canal,11-05-2021,0.049,1.77,14.37,0.063,6.36,8.6,0.14,0.45,89.64,Good
China,Guangdong,Lake,25-06-2023,0.062,0.22,12.87,0.027,7.67,13.6,0.73,2.51,96.64,Excellent
China,Guangdong,River,15-03-2022,0.298,2.05,13.03,0.024,7.24,18.7,1.43,3.82,82.55,Good
Canada,Alberta,Pond,13-01-2020,0.022,1.77,10.45,,8.08,14.5,1.65,0.13,96.7,Excellent
England,Leeds,Canal,21-04-2020,0.054,0.8,11.36,0.026,7.01,15.7,0.07,0.01,96.29,Excellent
USA,California,Reservoir,23-08-2023,0.011,3.51,12.43,0.036,7.11,17.0,1.05,1.8,95.05,Excellent
USA,Florida,Creek,18-07-2020,0.063,0.39,14.57,,7.17,12.9,0.75,0.11,96.39,Excellent
Ireland,Limerick,Pond,09-11-2021,0.063,0.4,11.91,0.042,6.97,8.7,0.48,3.77,96.35,Excellent
USA,California,Pond,12-04-2023,0.05,0.24,9.35,0.068,7.92,22.6,0.2,1.34,95.6,Excellent
China,Beijing,Pond,23-02-2021,0.019,0.45,11.17,0.005,8.21,17.1,1.28,1.03,98.5,Excellent
China,Shanghai,Creek,11-10-2022,0.018,0.93,11.38,0.016,7.05,19.2,0.22,1.04,97.93,Excellent
Canada,Quebec,Pond,03-08-2023,,2.48,15.0,0.006,7.27,0.1,0.63,0.33,95.75,Excellent
Canada,British Columbia,Pond,28-09-2021,0.141,0.79,10.67,0.019,7.54,15.4,3.08,2.13,91.95,Good
USA,New York,Creek,09-11-2023,0.066,1.38,15.0,0.023,7.21,9.4,0.25,4.38,94.98,Good
Canada,Ontario,River,01-01-2020,0.195,0.37,12.08,0.044,7.49,11.5,1.21,2.48,89.81,Good
Canada,Ontario,Creek,17-07-2020,0.046,1.71,10.5,0.041,7.3,25.3,0.55,1.38,95.58,Excellent
Canada,Quebec,River,28-08-2022,0.079,2.11,13.61,0.2,7.05,8.2,1.44,0.8,93.41,Good
USA,Pennsylvania,Stream,11-03-2022,0.066,1.95,13.96,0.01,6.75,17.2,1.3,0.48,94.25,Good
USA,California,Reservoir,08-04-2022,0.004,0.93,13.44,0.013,6.85,18.3,1.76,2.56,98.63,Excellent
England,Manchester,Canal,26-04-2021,0.037,2.07,9.3,0.091,6.65,34.6,0.97,0.6,93.84,Good
China,Guangdong,Canal,08-06-2023,0.008,0.38,13.97,0.06,8.27,14.6,1.6,2.47,99.12,Excellent
England,London,Stream,26-10-2020,0.326,3.86,11.28,0.014,6.74,18.2,1.15,1.28,78.86,Fair
USA,Texas,Lake,08-09-2023,0.032,3.28,11.22,0.114,6.85,15.4,0.22,0.12,94.29,Good
Canada,Quebec,Creek,03-12-2023,0.066,1.52,14.25,,7.35,12.6,0.44,2.43,94.83,Good
China,Shanghai,Stream,10-09-2022,0.229,2.43,10.62,0.013,7.01,17.1,0.74,0.85,85.5,Good
Ireland,Galway,Pond,23-07-2020,0.048,2.77,12.35,0.088,6.77,13.0,0.07,1.47,94.13,Good
China,Jiangsu,Reservoir,29-09-2023,0.183,1.12,9.84,0.038,7.15,25.9,1.16,0.12,89.04,Good
Ireland,Limerick,Stream,29-11-2023,0.154,5.0,12.59,0.012,7.81,32.6,1.4,0.2,86.04,Good
USA,New York,Stream,20-05-2022,0.19,0.21,11.71,0.08,7.64,22.1,0.56,0.55,90.26,Good
Canada,Ontario,Reservoir,25-07-2022,0.025,0.17,12.6,0.072,7.41,14.3,0.29,6.38,98.55,Excellent
USA,Pennsylvania,Stream,23-01-2020,0.314,0.07,10.27,0.01,6.53,35.0,0.62,0.76,84.23,Good
China,Guangdong,River,14-08-2023,0.156,1.38,11.44,0.029,8.1,6.5,0.15,0.56,90.45,Good
China,Jiangsu,River,27-12-2021,0.078,0.95,11.87,0.004,7.42,12.0,0.74,7.45,94.92,Good
Canada,Alberta,Pond,27-07-2022,0.141,3.0,13.73,0.085,7.31,3.6,0.2,1.96,89.2,Good
Ireland,Dublin,Lake,02-01-2022,0.122,0.26,9.13,0.179,7.01,25.9,0.04,0.15,91.39,Good
China,Shanghai,Reservoir,17-12-2023,0.066,1.28,14.16,0.063,7.11,6.9,0.36,0.65,95.08,Excellent
China,Jiangsu,Creek,08-05-2020,0.016,0.03,12.44,0.012,6.89,21.2,0.35,0.52,99.19,Excellent
Canada,Quebec,Reservoir,05-09-2023,0.07,0.92,12.01,0.048,7.69,19.0,1.79,0.32,95.33,Excellent
China,Guangdong,Stream,13-10-2020,0.018,1.0,10.73,0.006,6.53,16.8,0.65,0.54,97.86,Excellent
Ireland,Galway,Stream,19-05-2020,0.06,1.32,12.93,0.08,7.48,5.1,,3.52,95.33,Excellent
England,Leeds,Stream,25-05-2023,0.033,0.4,14.14,0.02,6.38,10.0,0.65,0.07,92.27,Good
Canada,British Columbia,Lake,30-11-2023,0.026,1.91,13.3,0.103,6.91,12.4,,2.1,96.32,Excellent
Ireland,Galway,Creek,18-06-2023,0.047,1.39,13.28,0.013,6.95,17.9,0.65,3.3,95.92,Excellent
England,London,River,01-03-2020,0.111,2.09,13.93,,7.58,16.4,0.2,0.23,91.84,Good
Canada,Quebec,River,24-09-2023,0.152,0.89,11.9,0.068,6.7,0.0,1.88,0.75,91.27,Good
USA,New York,Pond,02-09-2022,0.174,0.05,10.79,0.092,7.67,16.2,1.1,0.49,91.22,Good
Ireland,Cork,Canal,29-04-2021,0.048,1.2,14.72,0.122,7.42,3.8,0.21,1.29,96.09,Excellent
USA,Texas,Pond,25-02-2022,0.025,0.21,14.12,0.073,7.9,5.4,0.37,0.27,98.49,Excellent
England,London,River,07-06-2023,0.034,0.09,10.33,0.083,7.26,32.4,0.59,0.05,98.16,Excellent
Ireland,Dublin,River,29-05-2020,0.064,2.26,13.85,0.124,7.64,4.0,0.4,0.4,93.99,Good
England,Birmingham,Creek,16-07-2023,0.042,0.82,14.11,0.025,6.97,21.7,0.28,1.86,96.87,Excellent
USA,Texas,Reservoir,08-08-2020,0.009,0.67,7.93,0.016,6.81,30.8,,1.19,93.55,Good
England,Leeds,Lake,29-07-2023,0.176,5.79,14.47,0.209,6.57,10.8,1.67,1.44,83.98,Good
China,Shanghai,Lake,01-06-2021,0.118,1.41,12.83,0.029,6.7,17.1,0.59,0.76,92.32,Good
England,Leeds,Pond,08-08-2021,0.154,3.68,12.04,0.001,7.97,20.2,1.94,0.48,87.7,Good
Canada,Quebec,Pond,27-11-2020,0.054,2.04,14.22,0.057,7.12,16.6,0.64,0.48,94.76,Good
England,Manchester,River,07-04-2023,0.0,2.37,13.78,0.04,7.01,5.8,0.41,0.54,97.02,Excellent
USA,California,Lake,09-03-2020,0.003,1.0,11.55,,8.3,16.9,1.51,0.73,98.59,Excellent
Canada,Ontario,Reservoir,15-04-2022,0.006,0.64,12.95,0.048,8.11,1.1,0.48,1.4,98.88,Excellent
China,Beijing,Reservoir,14-01-2021,0.044,1.38,13.03,0.135,7.9,16.8,0.04,0.25,96.09,Excellent
China,Jiangsu,Lake,28-02-2021,0.127,0.02,8.57,0.041,7.57,29.8,0.53,0.83,90.05,Good
China,Jiangsu,Creek,22-12-2021,0.089,2.47,11.45,0.033,6.58,15.6,0.68,1.23,92.47,Good
Ireland,Cork,Canal,17-05-2020,0.092,4.54,12.05,0.06,6.9,10.1,0.5,2.12,89.74,Good
England,Leeds,Pond,09-02-2022,0.009,0.3,11.41,0.064,6.9,15.9,0.97,1.81,99.17,Excellent
USA,Pennsylvania,River,17-09-2020,,1.65,13.18,0.194,7.53,13.1,0.3,4.7,93.11,Good
China,Guangdong,River,29-08-2020,0.008,0.06,14.15,,7.42,10.4,0.72,1.39,99.52,Excellent
England,Manchester,River,16-05-2023,0.024,0.14,13.41,0.0,7.44,14.4,1.2,2.54,98.65,Excellent
China,Guangdong,River,03-04-2021,0.168,0.58,13.46,0.007,7.44,15.7,2.08,0.34,90.89,Good
Ireland,Galway,Stream,11-12-2023,0.075,0.42,11.26,0.058,7.82,13.1,0.54,1.62,95.74,Excellent
Ireland,Dublin,Canal,19-11-2020,0.021,2.02,11.92,0.043,7.07,14.4,0.61,0.35,96.42,Excellent
Ireland,Dublin,Creek,24-03-2023,0.028,0.78,10.82,0.067,6.81,18.3,1.07,0.49,97.63,Excellent
Canada,British Columbia,Stream,20-06-2023,0.024,2.59,10.07,0.032,7.39,21.1,,1.16,95.57,Excellent
USA,Pennsylvania,Pond,15-08-2020,0.053,0.44,14.56,0.038,6.26,22.5,1.21,1.59,90.61,Good
China,Jiangsu,Reservoir,30-08-2023,0.026,0.84,11.79,0.049,7.4,14.5,0.03,0.29,97.66,Excellent
USA,California,Reservoir,13-05-2022,0.16,,9.45,0.01,7.08,23.2,0.67,0.05,85.41,Good
Ireland,Cork,Reservoir,01-05-2020,0.022,1.15,10.72,0.025,7.69,10.2,0.54,0.65,97.45,Excellent
Canada,Quebec,Creek,06-11-2021,0.143,3.7,12.97,0.054,7.13,15.8,0.55,0.0,88.22,Good
USA,Texas,Stream,29-05-2020,0.326,2.66,10.79,0.023,6.41,24.9,0.63,2.86,74.93,Fair
China,Beijing,Reservoir,24-05-2020,0.229,0.66,12.09,0.009,6.7,7.9,0.32,0.94,87.7,Good
England,London,Creek,07-09-2022,0.071,5.96,11.69,0.01,7.56,14.0,0.54,2.29,88.98,Good
Canada,British Columbia,Pond,26-03-2020,0.202,1.69,12.12,0.036,7.07,16.8,,2.13,87.81,Good
USA,California,Stream,05-11-2022,0.016,0.43,13.96,0.017,6.83,14.0,0.03,2.04,98.66,Excellent
Canada,British Columbia,Stream,05-09-2022,0.185,2.4,11.91,0.001,6.45,10.5,0.21,4.36,82.5,Good
Ireland,Cork,River,23-04-2020,0.009,0.48,10.79,0.113,7.5,13.7,3.12,4.64,98.95,Excellent
USA,Texas,Creek,30-05-2023,0.175,2.16,12.11,0.012,6.84,16.2,0.39,1.54,88.55,Good
England,London,Creek,14-09-2022,0.391,2.53,11.19,0.008,7.38,21.6,2.09,1.11,77.29,Fair
USA,New York,Canal,11-02-2022,0.054,1.05,11.8,0.037,7.82,21.9,0.02,1.03,95.97,Excellent
Canada,Alberta,Pond,24-05-2022,0.231,5.89,12.03,0.06,7.4,13.5,0.71,0.49,81.07,Good
China,Shanghai,River,15-06-2022,0.039,3.08,12.23,0.055,6.77,9.1,0.35,0.94,94.19,Good
USA,Pennsylvania,Reservoir,21-12-2021,0.008,0.28,11.1,0.046,7.89,17.0,0.17,0.09,99.26,Excellent
Canada,British Columbia,Stream,28-04-2020,0.005,0.29,13.36,0.006,6.54,15.7,0.51,1.66,99.36,Excellent
Canada,Quebec,River,20-04-2023,0.162,1.25,9.86,0.02,6.72,18.1,0.13,3.1,89.99,Good
USA,Texas,Stream,03-01-2023,0.115,2.45,11.11,0.081,8.06,9.5,0.16,0.65,91.18,Good
China,Beijing,Canal,31-01-2020,0.006,0.0,14.38,0.028,7.26,6.5,2.54,3.32,99.69,Excellent
Canada,Ontario,River,26-04-2020,0.015,2.25,11.75,0.018,6.64,14.3,0.05,0.97,96.46,Excellent
Canada,Alberta,Lake,01-08-2021,0.157,,15.0,0.001,6.32,6.6,0.47,1.33,85.95,Good
USA,Florida,Reservoir,18-05-2023,0.073,0.35,12.75,0.025,7.32,15.7,0.52,0.33,95.92,Excellent
Canada,British Columbia,Lake,26-05-2023,0.22,0.16,12.87,0.048,6.6,15.0,0.3,0.07,88.78,Good
England,Leeds,Pond,07-09-2020,0.004,4.76,15.0,0.002,7.95,3.9,,5.02,93.87,Good
USA,California,Reservoir,18-01-2023,0.155,1.36,11.84,0.034,7.56,7.1,0.45,0.02,90.55,Good
Canada,Alberta,Pond,01-01-2022,0.03,2.89,13.1,0.056,7.67,6.8,0.83,1.44,94.89,Good
Canada,Alberta,Pond,11-09-2021,0.044,3.4,13.35,0.053,6.74,7.7,0.65,0.1,93.54,Good
Ireland,Galway,Canal,31-08-2023,0.003,9.77,11.74,0.054,6.61,24.4,0.43,0.01,87.63,Good
Canada,British Columbia,Reservoir,30-11-2023,0.068,0.9,9.66,0.022,6.73,17.3,0.64,0.41,94.64,Good
China,Beijing,River,10-12-2021,0.071,0.51,11.78,0.052,6.84,22.9,0.67,0.68,95.82,Excellent
England,Leeds,Reservoir,09-06-2020,0.071,0.04,12.78,0.053,7.08,15.6,1.14,0.18,96.41,Excellent
Canada,Quebec,Canal,02-12-2022,,1.7,11.98,0.037,6.09,4.5,0.87,0.66,80.14,Good
Canada,British Columbia,Pond,06-02-2023,0.046,0.42,11.22,0.096,6.44,8.7,1.07,0.61,91.88,Good
Canada,Ontario,Reservoir,17-10-2020,0.117,,13.67,0.071,7.89,23.3,0.19,1.46,91.56,Good
USA,Texas,Pond,20-06-2022,0.085,0.67,13.8,0.003,7.52,15.9,,0.17,94.94,Good
England,London,River,18-10-2022,0.229,2.73,12.47,0.015,7.6,8.0,0.79,0.06,85.13,Good
USA,Florida,Reservoir,19-04-2023,0.197,0.28,13.65,0.055,6.44,8.3,0.99,4.11,84.5,Good
England,Birmingham,Canal,22-06-2020,0.041,1.37,12.95,0.063,6.58,15.6,0.62,4.05,96.25,Excellent
USA,Florida,Canal,02-06-2023,0.061,0.21,14.35,0.028,6.81,6.4,0.06,0.79,96.7,Excellent
England,Leeds,River,22-02-2022,0.32,1.43,12.63,0.193,6.9,9.0,0.61,1.09,82.22,Good
England,Leeds,River,04-04-2021,0.085,,13.55,0.017,7.02,1.2,1.35,0.0,93.7,Good
Canada,Alberta,Lake,13-09-2023,0.027,4.77,9.12,,7.1,24.7,0.62,3.11,90.5,Good
England,London,Pond,16-09-2021,0.038,1.74,11.29,0.024,7.15,10.2,0.46,0.82,95.9,Excellent
USA,Pennsylvania,Canal,13-12-2021,0.258,0.8,12.14,0.139,7.36,24.3,0.03,0.02,86.09,Good
USA,Pennsylvania,Canal,19-11-2021,0.092,2.27,11.79,0.009,8.13,2.7,1.73,1.71,92.56,Good
Ireland,Cork,Canal,26-02-2020,0.063,0.24,9.28,0.009,6.76,26.3,0.03,0.62,94.75,Good
Ireland,Limerick,Canal,25-05-2022,0.157,0.05,11.48,0.0,7.39,6.9,0.34,1.02,92.07,Good
USA,California,Creek,05-03-2022,0.028,2.58,12.24,0.064,7.42,18.1,0.23,0.36,95.35,Excellent
Ireland,Limerick,Stream,18-03-2023,0.056,1.85,12.29,0.093,8.16,19.1,1.04,1.3,94.88,Good
China,Guangdong,Lake,19-02-2022,0.034,1.08,11.9,0.021,7.38,6.9,0.58,0.28,96.95,Excellent
England,Manchester,Lake,01-02-2020,0.045,1.33,14.25,0.032,7.01,17.7,1.51,6.97,96.1,Excellent
Ireland,Galway,River,26-05-2021,0.212,0.03,11.84,0.154,7.14,24.7,0.68,2.1,89.35,Good
China,Guangdong,Reservoir,15-03-2023,0.108,1.73,12.36,0.097,6.28,15.9,1.05,0.36,86.36,Good
England,London,Creek,15-07-2021,0.278,1.62,11.65,0.084,7.74,18.1,0.88,0.64,84.06,Good
Ireland,Galway,Pond,28-05-2021,0.037,2.86,15.0,0.061,7.7,4.0,0.55,0.59,94.56,Good
China,Beijing,River,20-09-2021,0.034,0.89,10.99,0.022,7.05,22.2,0.19,1.18,97.19,Excellent
China,Guangdong,Canal,25-06-2021,0.384,0.27,13.01,0.03,7.35,12.3,1.38,2.2,80.48,Good
Canada,Alberta,Stream,05-02-2020,0.113,0.21,12.15,0.015,6.51,21.6,1.23,4.72,94.06,Good
England,London,Stream,16-03-2020,0.109,1.27,15.0,0.157,6.49,4.0,0.71,0.1,87.92,Good
Ireland,Limerick,Pond,13-02-2023,0.09,0.98,11.8,0.006,7.76,16.9,0.12,3.12,94.27,Good
Canada,Alberta,River,01-04-2023,,0.18,13.47,,6.67,6.2,1.51,7.2,91.24,Good
USA,Florida,Creek,03-02-2023,0.142,0.31,12.16,0.008,7.15,8.0,0.24,0.34,92.5,Good
Ireland,Dublin,Stream,03-01-2021,0.138,2.05,14.83,0.037,6.89,13.3,0.57,1.5,90.52,Good
Ireland,Galway,Reservoir,10-10-2022,0.031,0.8,14.76,0.04,6.51,7.1,0.36,1.17,97.43,Excellent
Canada,Quebec,Pond,23-12-2020,0.048,1.71,12.45,,7.78,12.4,1.29,0.49,95.44,Excellent
Canada,Ontario,Lake,22-08-2020,0.074,1.9,12.03,0.17,6.83,24.6,0.27,0.25,93.9,Good
USA,Texas,Pond,03-11-2022,0.038,0.57,14.86,0.003,7.61,3.0,0.24,1.01,97.41,Excellent
England,Birmingham,River,07-02-2023,0.056,2.04,12.96,0.002,7.06,13.9,0.56,0.1,94.66,Good
Canada,Ontario,Pond,14-06-2021,0.121,0.24,13.87,0.087,7.36,18.9,1.38,0.5,93.64,Good
Ireland,Dublin,Pond,24-12-2021,0.253,6.87,9.3,0.022,6.55,16.2,1.21,3.81,76.99,Fair
China,Beijing,Creek,25-04-2021,0.071,,11.15,0.093,7.57,10.8,0.6,0.2,95.91,Excellent
Ireland,Dublin,River,04-11-2022,0.086,1.75,9.3,0.004,6.57,18.2,1.12,3.6,91.76,Good
England,London,Creek,07-06-2020,0.128,2.24,12.29,0.015,8.11,15.7,0.7,2.77,90.81,Good
Canada,Quebec,Reservoir,14-03-2023,0.055,1.94,11.06,0.049,7.54,19.8,0.41,2.73,94.83,Good
Ireland,Limerick,River,07-08-2023,0.016,12.19,15.0,0.067,7.67,14.7,0.12,2.74,83.97,Good
England,Birmingham,Lake,20-02-2020,0.008,4.02,11.7,0.007,7.27,20.1,0.74,1.1,94.59,Good
Ireland,Galway,Reservoir,15-04-2022,0.165,,11.17,0.077,7.14,14.2,,0.07,86.6,Good
Ireland,Limerick,Reservoir,27-06-2023,0.042,0.84,11.9,0.007,7.24,16.2,0.9,1.56,96.84,Excellent
USA,Texas,Reservoir,01-04-2020,0.169,2.24,12.63,0.058,7.16,7.5,0.77,2.88,88.72,Good
Ireland,Cork,Creek,22-02-2020,0.17,0.38,13.43,0.012,8.25,13.2,2.12,0.03,91.01,Good
USA,Pennsylvania,Lake,03-10-2021,0.026,9.59,10.63,0.015,7.28,21.1,0.04,4.23,86.73,Good
China,Guangdong,Lake,14-02-2022,0.208,2.33,9.69,0.055,7.89,30.7,0.66,1.86,85.95,Good
China,Beijing,Pond,03-11-2020,0.317,1.91,11.48,0.02,6.84,19.7,1.14,1.14,81.75,Good
England,London,River,04-04-2021,0.013,6.83,9.6,0.035,6.03,19.3,0.04,0.58,82.43,Good
China,Jiangsu,Creek,05-09-2020,0.036,4.8,11.28,0.07,7.74,18.0,0.51,3.43,92.2,Good
China,Beijing,Creek,25-08-2022,0.11,0.48,12.01,0.067,8.06,15.3,1.09,1.05,93.88,Good
China,Jiangsu,Reservoir,05-07-2021,0.138,3.94,10.28,0.022,7.64,11.5,0.92,0.31,88.16,Good
Canada,British Columbia,Lake,04-11-2021,0.209,0.54,11.05,0.057,6.99,3.0,0.26,0.42,88.87,Good
Canada,British Columbia,Lake,22-07-2022,0.28,0.76,10.73,0.015,6.31,16.7,0.41,0.72,79.11,Fair
Ireland,Dublin,Pond,08-05-2021,0.2,0.72,11.56,0.073,8.03,8.9,0.91,0.92,89.12,Good
England,Leeds,Reservoir,12-06-2020,0.006,1.37,11.63,0.005,6.33,15.5,0.24,0.69,92.13,Good
Ireland,Dublin,Reservoir,31-08-2023,0.03,0.51,12.35,0.004,6.92,7.6,0.32,0.11,97.84,Excellent
England,Manchester,Stream,07-05-2022,0.026,0.51,9.58,0.211,6.77,27.2,1.44,0.02,96.99,Excellent
Canada,Quebec,Creek,16-05-2021,0.122,0.22,14.15,0.007,7.01,3.7,0.47,1.5,93.61,Good
England,Manchester,Creek,17-06-2021,0.001,0.88,12.97,0.066,7.4,15.4,5.0,0.78,98.86,Excellent
Ireland,Galway,Reservoir,29-08-2020,0.159,1.29,11.89,0.021,7.55,8.1,1.89,1.18,90.42,Good
USA,New York,Stream,31-10-2022,0.033,0.56,12.45,0.046,7.93,13.6,1.86,1.3,97.66,Excellent
Canada,Alberta,Pond,09-02-2021,0.176,0.6,12.01,0.027,7.05,24.6,0.15,0.65,90.47,Good
Canada,Alberta,River,07-12-2020,0.087,2.2,11.34,0.052,6.8,9.0,0.34,2.2,92.91,Good
USA,New York,Reservoir,09-02-2023,0.075,0.64,10.28,0.02,6.91,16.6,1.25,3.33,95.44,Excellent
England,London,Lake,10-03-2020,0.283,1.15,12.15,0.025,6.83,19.4,2.43,3.9,84.4,Good
England,London,Pond,07-12-2020,0.021,4.33,11.08,0.025,7.1,21.4,1.44,1.29,93.55,Good
USA,Texas,Creek,20-12-2022,0.039,0.13,11.68,0.022,7.35,17.5,1.33,1.99,97.89,Excellent
England,Leeds,Reservoir,18-09-2020,0.006,1.98,12.1,0.004,7.57,14.7,0.01,1.25,97.2,Excellent
England,Manchester,Pond,23-08-2021,0.024,0.21,13.04,0.028,6.95,16.1,1.48,0.44,98.51,Excellent
USA,Florida,Canal,20-11-2021,0.028,2.28,12.33,0.05,6.97,7.5,,0.74,95.75,Excellent
China,Beijing,Pond,02-04-2020,0.009,1.98,11.99,0.031,7.42,20.2,0.24,0.94,97.05,Excellent
USA,Florida,Stream,17-04-2022,0.031,0.26,13.12,0.152,6.66,10.6,1.1,0.03,98.1,Excellent
England,Leeds,Reservoir,04-09-2022,0.025,6.68,11.54,0.044,6.46,10.1,0.96,2.62,85.2,Good
Canada,Quebec,Pond,22-04-2023,0.057,0.72,9.41,0.113,8.27,28.4,2.4,1.9,94.77,Good
China,Beijing,Lake,16-01-2020,0.057,6.05,10.46,0.028,7.77,11.4,0.91,2.19,89.58,Good
China,Guangdong,Pond,22-08-2023,0.039,2.97,13.0,,7.69,3.1,0.8,0.14,94.36,Good
England,Leeds,Reservoir,17-06-2022,0.04,,10.52,0.02,7.24,17.2,0.81,0.27,96.22,Excellent
Canada,British Columbia,Canal,17-07-2020,0.045,4.93,13.83,0.203,7.16,18.6,0.69,5.44,91.57,Good
Canada,British Columbia,Stream,29-11-2021,0.006,,10.66,0.085,7.86,17.8,0.04,0.22,96.73,Excellent
USA,Pennsylvania,Creek,11-12-2022,0.013,7.49,9.27,0.008,7.25,21.6,0.37,2.71,88.17,Good
China,Jiangsu,Reservoir,23-10-2021,0.04,1.03,9.85,0.082,6.21,12.1,2.06,2.14,89.87,Good
England,Birmingham,Canal,31-12-2020,0.137,0.27,7.5,0.045,7.41,16.6,1.86,0.34,86.54,Good
